,0
0,0.9999999999999988
1,0.9999999999999988
2,0.9999999999999988
3,0.9999999999999988
4,0.9999999999999988
5,0.9999999999999988
6,0.9999999999999988
7,0.9999999999999988
8,0.9999999999999988
9,0.9999999999999988
10,0.9999999999999988
11,0.9999999999999988
12,0.9999999999999988
13,0.9999999999999988
14,0.9999999999999988
15,0.9999999999999988
16,0.9999999999999988
17,0.9999999999999988
18,0.9999999999999988
19,0.9999999999999988
20,0.9999999999999988
21,0.9999999999999988
22,0.9999999999999988
23,0.9999999999999988
24,0.9999999999999988
25,0.9999999999999988
26,0.9999999999999988
27,0.9999999999999988
28,0.9999999999999988
29,0.9999999999999988
30,0.9999999999999988
31,0.9999999999999988
32,0.9999999999999988
33,0.9999999999999988
34,0.9999999999999988
35,0.9999999999999988
36,0.9999999999999988
37,0.9999999999999988
38,0.9999999999999988
39,0.9999999999999988
40,0.9999999999999988
41,0.9999999999999988
42,0.9999999999999988
43,0.9999999999999988
44,0.9999999999999988
45,0.9999999999999988
46,0.9999999999999988
47,0.9999999999999988
48,0.9999999999999988
49,0.9999999999999988
50,0.9999999999999988
51,0.9999999999999988
52,0.9999999999999988
53,0.9999999999999988
54,0.9999999999999988
55,0.9999999999999988
56,0.9999999999999988
57,0.9999999999999988
58,0.9999999999999988
59,0.9999999999999988
60,0.9999999999999988
61,0.9999999999999988
62,0.9999999999999988
63,0.9999999999999988
64,0.9999999999999988
65,0.9999999999999988
66,0.9999999999999988
67,0.9999999999999988
68,0.9999999999999988
69,0.9999999999999988
70,0.9999999999999988
71,0.9999999999999988
72,0.9999999999999988
73,0.9999999999999988
74,0.9999999999999988
75,0.9999999999999988
76,0.9999999999999988
77,0.9999999999999988
78,0.9999999999999988
79,0.9999999999999988
80,0.9999999999999988
81,0.9999999999999988
82,0.9999999999999988
83,0.9999999999999988
84,0.9999999999999988
85,0.9999999999999988
86,0.9999999999999988
87,0.9999999999999988
88,0.9999999999999988
89,0.9999999999999988
90,0.9999999999999988
91,0.9999999999999988
92,0.9999999999999988
93,0.9999999999999988
94,0.9999999999999988
95,0.9999999999999988
96,0.9999999999999988
97,0.9999999999999988
98,0.9999999999999988
99,0.9999999999999988
100,0.9999999999999988
101,0.9999999999999988
102,0.9999999999999988
103,0.9999999999999988
104,0.9999999999999988
105,0.9999999999999988
106,0.9999999999999988
107,0.9999999999999988
108,0.9999999999999988
109,0.9999999999999988
110,0.9999999999999988
111,0.9999999999999988
112,0.9999999999999988
113,0.9999999999999988
114,0.9999999999999988
115,0.9999999999999988
116,0.9999999999999988
117,0.9999999999999988
118,0.9999999999999988
119,0.9999999999999988
120,0.9999999999999988
121,0.9999999999999988
122,0.9999999999999988
123,0.9999999999999988
124,0.9999999999999988
125,0.9999999999999988
126,0.9999999999999988
127,0.9999999999999988
128,0.9999999999999988
129,0.9999999999999988
130,0.9999999999999988
131,0.9999999999999988
132,0.9999999999999988
133,0.9999999999999988
134,0.9999999999999988
135,0.9999999999999988
136,0.9999999999999988
137,0.9999999999999988
138,0.9999999999999988
139,0.9999999999999988
140,0.9999999999999988
141,0.9999999999999988
142,0.9999999999999988
143,0.9999999999999988
144,0.9999999999999988
145,0.9999999999999988
146,0.9999999999999988
147,0.9999999999999988
148,0.9999999999999988
149,0.9999999999999988
150,0.9999999999999988
151,0.9999999999999988
152,0.9999999999999988
153,0.9999999999999988
154,0.9999999999999988
155,0.9999999999999988
156,0.9999999999999988
157,0.9999999999999988
158,0.9999999999999988
159,0.9999999999999988
160,0.9999999999999988
161,0.9999999999999988
162,0.9999999999999988
163,0.9999999999999988
164,0.9999999999999988
165,0.9999999999999988
166,0.9999999999999988
167,0.9999999999999988
168,0.9999999999999988
169,0.9999999999999988
170,0.9999999999999988
171,0.9999999999999988
172,0.9999999999999988
173,0.9999999999999988
174,0.9999999999999988
175,0.9999999999999988
176,0.9999999999999988
177,0.9999999999999988
178,0.9999999999999988
179,0.9999999999999988
180,0.9999999999999988
181,0.9999999999999988
182,0.9999999999999988
183,0.9999999999999988
184,0.9999999999999988
185,0.9999999999999988
186,0.9999999999999988
187,0.9999999999999988
188,0.9999999999999988
189,0.9999999999999988
190,0.9999999999999988
191,0.9999999999999988
192,0.9999999999999988
193,0.9999999999999988
194,0.9999999999999988
195,0.9999999999999988
196,0.9999999999999988
197,0.9999999999999988
198,0.9999999999999988
199,0.9999999999999988
200,0.9999999999999988
201,0.9999999999999988
202,0.9999999999999988
203,0.9999999999999988
204,0.9999999999999988
205,0.9999999999999988
206,0.9999999999999988
207,0.9999999999999988
208,0.9999999999999988
209,0.9999999999999988
210,0.9999999999999988
211,0.9999999999999988
212,0.9999999999999988
213,0.9999999999999988
214,0.9999999999999988
215,0.9999999999999988
216,0.9999999999999988
217,0.9999999999999988
218,0.9999999999999988
219,0.9999999999999988
220,0.9999999999999988
221,0.9999999999999988
222,0.9999999999999988
223,0.9999999999999988
224,0.9999999999999988
225,0.9999999999999988
226,0.9999999999999988
227,0.9999999999999988
228,0.9999999999999988
229,0.9999999999999988
230,0.9999999999999988
231,0.9999999999999988
232,0.9999999999999988
233,0.9999999999999988
234,0.9999999999999988
235,0.9999999999999988
236,0.9999999999999988
237,0.9999999999999988
238,0.9999999999999988
239,0.9999999999999988
240,0.9999999999999988
241,0.9999999999999988
242,0.9999999999999988
243,0.9999999999999988
244,0.9999999999999988
245,0.9999999999999988
246,0.9999999999999988
247,0.9999999999999988
248,0.9999999999999988
249,0.9999999999999988
250,0.9999999999999988
251,0.9999999999999988
252,0.9999999999999988
253,0.9999999999999988
254,0.9999999999999988
255,0.9999999999999988
256,0.9999999999999988
257,0.9999999999999988
258,0.9999999999999988
259,0.9999999999999988
260,0.9999999999999988
261,0.9999999999999988
262,0.9999999999999988
263,0.9999999999999988
264,0.9999999999999988
265,0.9999999999999988
266,0.9999999999999988
267,0.9999999999999988
268,0.9999999999999988
269,0.9999999999999988
270,0.9999999999999988
271,0.9999999999999988
272,0.9999999999999988
273,0.9999999999999988
274,0.9999999999999988
275,0.9999999999999988
276,0.9999999999999988
277,0.9999999999999988
278,0.9999999999999988
279,0.9999999999999988
280,0.9999999999999988
281,0.9999999999999988
282,0.9999999999999988
283,0.9999999999999988
284,0.9999999999999988
285,0.9999999999999988
286,0.9999999999999988
287,0.9999999999999988
288,0.9999999999999988
289,0.9999999999999988
290,0.9999999999999988
291,0.9999999999999988
292,0.9999999999999988
293,0.9999999999999988
294,0.9999999999999988
295,0.9999999999999988
296,0.9999999999999988
297,0.9999999999999988
298,0.9999999999999988
299,0.9999999999999988
300,0.9999999999999988
301,0.9999999999999988
302,0.9999999999999988
303,0.9999999999999988
304,0.9999999999999988
305,0.9999999999999988
306,0.9999999999999988
307,0.9999999999999988
308,0.9999999999999988
309,0.9999999999999988
310,0.9999999999999988
311,0.9999999999999988
312,0.9999999999999988
313,0.9999999999999988
314,0.9999999999999988
315,0.9999999999999988
316,0.9999999999999988
317,0.9999999999999988
318,0.9999999999999988
319,0.9999999999999988
320,0.9999999999999988
321,0.9999999999999988
322,0.9999999999999988
323,0.9999999999999988
324,0.9999999999999988
325,0.9999999999999988
326,0.9999999999999988
327,0.9999999999999988
328,0.9999999999999988
329,0.9999999999999988
330,0.9999999999999988
331,0.9999999999999988
332,0.9999999999999988
333,0.9999999999999988
334,0.9999999999999988
335,0.9999999999999988
336,0.9999999999999988
337,0.9999999999999988
338,0.9999999999999988
339,0.9999999999999988
340,0.9999999999999988
341,0.9999999999999988
342,0.9999999999999988
343,0.9999999999999988
344,0.9999999999999988
345,0.9999999999999988
346,0.9999999999999988
347,0.9999999999999988
348,0.9999999999999988
349,0.9999999999999988
350,0.9999999999999988
351,0.9999999999999988
352,0.9999999999999988
353,0.9999999999999988
354,0.9999999999999988
355,0.9999999999999988
356,0.9999999999999988
357,0.9999999999999988
358,0.9999999999999988
359,0.9999999999999988
360,0.9999999999999988
361,0.9999999999999988
362,0.9999999999999988
363,0.9999999999999988
364,0.9999999999999988
365,0.9999999999999988
366,0.9999999999999988
367,0.9999999999999988
368,0.9999999999999988
369,0.9999999999999988
370,0.9999999999999988
371,0.9999999999999988
372,0.9999999999999988
373,0.9999999999999988
374,0.9999999999999988
375,0.9999999999999988
376,0.9999999999999988
377,0.9999999999999988
378,0.9999999999999988
379,0.9999999999999988
380,0.9999999999999988
381,0.9999999999999988
382,0.9999999999999988
383,0.9999999999999988
384,0.9999999999999988
385,0.9999999999999988
386,0.9999999999999988
387,0.9999999999999988
388,0.9999999999999988
389,0.9999999999999988
390,0.9999999999999988
391,0.9999999999999988
392,0.9999999999999988
393,0.9999999999999988
394,0.9999999999999988
395,0.9999999999999988
396,0.9999999999999988
397,0.9999999999999988
398,0.9999999999999988
399,0.9999999999999988
400,0.9999999999999988
401,0.9999999999999988
402,0.9999999999999988
403,0.9999999999999988
404,0.9999999999999988
405,0.9999999999999988
406,0.9999999999999988
407,0.9999999999999988
408,0.9999999999999988
409,0.9999999999999988
410,0.9999999999999988
411,0.9999999999999988
412,0.9999999999999988
413,0.9999999999999988
414,0.9999999999999988
415,0.9999999999999988
416,0.9999999999999988
417,0.9999999999999988
418,0.9999999999999988
419,0.9999999999999988
420,0.9999999999999988
421,0.9999999999999988
422,0.9999999999999988
423,0.9999999999999988
424,0.9999999999999988
425,0.9999999999999988
426,0.9999999999999988
427,0.9999999999999988
428,0.9999999999999988
429,0.9999999999999988
430,0.9999999999999988
431,0.9999999999999988
432,0.9999999999999988
433,0.9999999999999988
434,0.9999999999999988
435,0.9999999999999988
436,0.9999999999999988
437,0.9999999999999988
438,0.9999999999999988
439,0.9999999999999988
440,0.9999999999999988
441,0.9999999999999988
442,0.9999999999999988
443,0.9999999999999988
444,0.9999999999999988
445,0.9999999999999988
446,0.9999999999999988
447,0.9999999999999988
448,0.9999999999999988
449,0.9999999999999988
450,0.9999999999999988
451,0.9999999999999988
452,0.9999999999999988
453,0.9999999999999988
454,0.9999999999999988
455,0.9999999999999988
456,0.9999999999999988
457,0.9999999999999988
458,0.9999999999999988
459,0.9999999999999988
460,0.9999999999999988
461,0.9999999999999988
462,0.9999999999999988
463,0.9999999999999988
464,0.9999999999999988
465,0.9999999999999988
466,0.9999999999999988
467,0.9999999999999988
468,0.9999999999999988
469,0.9999999999999988
470,0.9999999999999988
471,0.9999999999999988
472,0.9999999999999988
473,0.9999999999999988
474,0.9999999999999988
475,0.9999999999999988
476,0.9999999999999988
477,0.9999999999999988
478,0.9999999999999988
479,0.9999999999999988
480,0.9999999999999988
481,0.9999999999999988
482,0.9999999999999988
483,0.9999999999999988
484,0.9999999999999988
485,0.9999999999999988
486,0.9999999999999988
487,0.9999999999999988
488,0.9999999999999988
489,0.9999999999999988
490,0.9999999999999988
491,0.9999999999999988
492,0.9999999999999988
493,0.9999999999999988
494,0.9999999999999988
495,0.9999999999999988
496,0.9999999999999988
497,0.9999999999999988
498,0.9999999999999988
499,0.9999999999999988
500,0.9999999999999988
501,0.9999999999999988
502,0.9999999999999988
503,0.9999999999999988
504,0.9999999999999988
505,0.9999999999999988
506,0.9999999999999988
507,0.9999999999999988
508,0.9999999999999988
509,0.9999999999999988
